slice_id,slice_type,timestamp,throughput_mbps,latency_ms,capacity_mbps,utilization,spike_label
slice-aitrain-01,AI_TRAINING,2026-09-04 14:41:04.961545+00:00,329.04,6.21,1000.0,0.3228,
slice-aitrain-01,AI_TRAINING,2026-09-04 14:46:04.961545+00:00,323.56,6.3,1000.0,0.3227,
slice-aitrain-01,AI_TRAINING,2026-09-04 14:51:04.961545+00:00,328.07,5.99,1000.0,0.3226,
slice-aitrain-01,AI_TRAINING,2026-09-04 14:56:04.961545+00:00,338.24,6.64,1000.0,0.3225,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:01:04.961545+00:00,317.28,6.69,1000.0,0.3224,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:06:04.961545+00:00,403.99,6.84,1000.0,0.3222,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:11:04.961545+00:00,299.33,6.69,1000.0,0.3221,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:16:04.961545+00:00,338.17,6.63,1000.0,0.3219,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:21:04.961545+00:00,226.97,6.62,1000.0,0.3218,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:26:04.961545+00:00,318.5,6.64,1000.0,0.3216,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:31:04.961545+00:00,309.17,6.47,1000.0,0.3214,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:36:04.961545+00:00,431.99,5.97,1000.0,0.3212,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:41:04.961545+00:00,338.31,6.28,1000.0,0.321,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:46:04.961545+00:00,345.3,6.89,1000.0,0.3208,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:51:04.961545+00:00,335.86,6.36,1000.0,0.3206,
slice-aitrain-01,AI_TRAINING,2026-09-04 15:56:04.961545+00:00,304.9,6.8,1000.0,0.3204,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:01:04.961545+00:00,322.82,7.08,1000.0,0.3202,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:06:04.961545+00:00,287.5,6.84,1000.0,0.32,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:11:04.961545+00:00,341.45,6.59,1000.0,0.3198,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:16:04.961545+00:00,318.86,6.12,1000.0,0.3196,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:21:04.961545+00:00,393.76,6.24,1000.0,0.3194,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:26:04.961545+00:00,321.6,7.16,1000.0,0.3191,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:31:04.961545+00:00,350.14,6.26,1000.0,0.3189,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:36:04.961545+00:00,391.89,6.46,1000.0,0.3187,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:41:04.961545+00:00,330.01,6.77,1000.0,0.3185,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:46:04.961545+00:00,289.32,7.28,1000.0,0.3183,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:51:04.961545+00:00,216.18,6.13,1000.0,0.3181,
slice-aitrain-01,AI_TRAINING,2026-09-04 16:56:04.961545+00:00,249.04,6.1,1000.0,0.3179,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:01:04.961545+00:00,278.63,6.21,1000.0,0.3177,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:06:04.961545+00:00,277.02,5.77,1000.0,0.3175,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:11:04.961545+00:00,267.59,6.38,1000.0,0.3173,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:16:04.961545+00:00,341.46,6.71,1000.0,0.3171,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:21:04.961545+00:00,308.65,6.43,1000.0,0.3169,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:26:04.961545+00:00,340.24,6.59,1000.0,0.3168,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:31:04.961545+00:00,238.35,5.61,1000.0,0.3166,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:36:04.961545+00:00,250.96,6.22,1000.0,0.3164,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:41:04.961545+00:00,288.44,6.79,1000.0,0.3163,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:46:04.961545+00:00,361.07,6.28,1000.0,0.3161,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:51:04.961545+00:00,297.64,6.15,1000.0,0.316,
slice-aitrain-01,AI_TRAINING,2026-09-04 17:56:04.961545+00:00,241.67,6.66,1000.0,0.3159,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:01:04.961545+00:00,301.11,6.47,1000.0,0.3157,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:06:04.961545+00:00,342.77,6.71,1000.0,0.3156,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:11:04.961545+00:00,291.38,6.52,1000.0,0.3155,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:16:04.961545+00:00,369.61,6.57,1000.0,0.3154,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:21:04.961545+00:00,293.42,7.22,1000.0,0.3152,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:26:04.961545+00:00,366.42,6.57,1000.0,0.3151,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:31:04.961545+00:00,319.07,6.29,1000.0,0.315,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:36:04.961545+00:00,378.12,5.65,1000.0,0.3149,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:41:04.961545+00:00,299.27,6.36,1000.0,0.3148,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:46:04.961545+00:00,364.74,6.22,1000.0,0.3147,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:51:04.961545+00:00,304.33,6.94,1000.0,0.3146,
slice-aitrain-01,AI_TRAINING,2026-09-04 18:56:04.961545+00:00,306.65,6.69,1000.0,0.3145,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:01:04.961545+00:00,380.99,5.85,1000.0,0.3144,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:06:04.961545+00:00,353.14,5.64,1000.0,0.3143,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:11:04.961545+00:00,252.86,6.73,1000.0,0.3142,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:16:04.961545+00:00,224.7,6.52,1000.0,0.3141,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:21:04.961545+00:00,451.51,6.43,1000.0,0.314,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:26:04.961545+00:00,306.77,6.27,1000.0,0.3139,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:31:04.961545+00:00,330.95,6.26,1000.0,0.3138,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:36:04.961545+00:00,267.66,6.33,1000.0,0.3136,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:41:04.961545+00:00,457.73,6.34,1000.0,0.3135,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:46:04.961545+00:00,345.8,6.37,1000.0,0.3133,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:51:04.961545+00:00,253.88,6.59,1000.0,0.3132,
slice-aitrain-01,AI_TRAINING,2026-09-04 19:56:04.961545+00:00,323.84,6.46,1000.0,0.313,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:01:04.961545+00:00,248.87,6.79,1000.0,0.3128,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:06:04.961545+00:00,326.81,6.28,1000.0,0.3127,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:11:04.961545+00:00,302.12,6.96,1000.0,0.3125,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:16:04.961545+00:00,376.96,5.96,1000.0,0.3122,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:21:04.961545+00:00,412.3,5.81,1000.0,0.312,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:26:04.961545+00:00,393.96,5.91,1000.0,0.3118,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:31:04.961545+00:00,305.62,6.59,1000.0,0.3115,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:36:04.961545+00:00,387.13,6.2,1000.0,0.3112,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:41:04.961545+00:00,239.37,6.85,1000.0,0.311,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:46:04.961545+00:00,298.31,7.01,1000.0,0.3107,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:51:04.961545+00:00,355.98,6.73,1000.0,0.3103,
slice-aitrain-01,AI_TRAINING,2026-09-04 20:56:04.961545+00:00,237.04,6.38,1000.0,0.31,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:01:04.961545+00:00,460.86,6.28,1000.0,0.3097,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:06:04.961545+00:00,246.52,6.48,1000.0,0.3093,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:11:04.961545+00:00,307.38,6.4,1000.0,0.3089,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:16:04.961545+00:00,268.91,6.58,1000.0,0.3085,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:21:04.961545+00:00,301.15,6.46,1000.0,0.3081,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:26:04.961545+00:00,245.57,6.75,1000.0,0.3077,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:31:04.961545+00:00,405.92,5.84,1000.0,0.3072,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:36:04.961545+00:00,312.15,6.64,1000.0,0.3068,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:41:04.961545+00:00,341.71,6.19,1000.0,0.3063,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:46:04.961545+00:00,370.87,6.27,1000.0,0.3058,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:51:04.961545+00:00,244.22,5.93,1000.0,0.3053,
slice-aitrain-01,AI_TRAINING,2026-09-04 21:56:04.961545+00:00,406.19,5.92,1000.0,0.3048,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:01:04.961545+00:00,301.7,6.44,1000.0,0.3043,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:06:04.961545+00:00,234.45,6.6,1000.0,0.3037,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:11:04.961545+00:00,282.25,6.25,1000.0,0.3032,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:16:04.961545+00:00,297.69,6.45,1000.0,0.3026,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:21:04.961545+00:00,222.08,6.13,1000.0,0.302,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:26:04.961545+00:00,242.12,6.46,1000.0,0.3015,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:31:04.961545+00:00,354.75,5.8,1000.0,0.3009,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:36:04.961545+00:00,269.29,6.08,1000.0,0.3003,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:41:04.961545+00:00,234.26,5.83,1000.0,0.2997,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:46:04.961545+00:00,325.84,6.45,1000.0,0.2991,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:51:04.961545+00:00,366.16,6.52,1000.0,0.2985,
slice-aitrain-01,AI_TRAINING,2026-09-04 22:56:04.961545+00:00,265.06,5.88,1000.0,0.2979,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:01:04.961545+00:00,225.5,5.95,1000.0,0.2973,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:06:04.961545+00:00,281.07,5.48,1000.0,0.2967,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:11:04.961545+00:00,216.61,5.52,1000.0,0.2961,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:16:04.961545+00:00,323.38,6.61,1000.0,0.2955,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:21:04.961545+00:00,296.39,6.51,1000.0,0.2949,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:26:04.961545+00:00,368.89,6.18,1000.0,0.2943,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:31:04.961545+00:00,284.09,6.71,1000.0,0.2937,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:36:04.961545+00:00,154.48,5.79,1000.0,0.2931,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:41:04.961545+00:00,338.83,5.84,1000.0,0.2926,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:46:04.961545+00:00,220.8,7.07,1000.0,0.292,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:51:04.961545+00:00,201.92,6.27,1000.0,0.2914,
slice-aitrain-01,AI_TRAINING,2026-09-04 23:56:04.961545+00:00,279.28,5.84,1000.0,0.2909,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:01:04.961545+00:00,216.35,6.21,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:06:04.961545+00:00,215.23,6.26,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:11:04.961545+00:00,271.31,6.41,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:16:04.961545+00:00,236.62,6.47,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:21:04.961545+00:00,299.17,5.72,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:26:04.961545+00:00,330.43,5.94,1000.0,0.2776,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:31:04.961545+00:00,278.02,7.38,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:36:04.961545+00:00,235.79,5.37,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:41:04.961545+00:00,215.22,5.99,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:46:04.961545+00:00,337.58,5.49,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:51:04.961545+00:00,278.29,6.39,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 00:56:04.961545+00:00,335.92,6.04,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:01:04.961545+00:00,224.08,5.77,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:06:04.961545+00:00,335.85,5.77,1000.0,0.2777,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:11:04.961545+00:00,195.43,6.4,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:16:04.961545+00:00,249.86,6.48,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:21:04.961545+00:00,225.82,6.27,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:26:04.961545+00:00,208.92,6.8,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:31:04.961545+00:00,285.7,5.74,1000.0,0.2778,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:36:04.961545+00:00,345.61,5.76,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:41:04.961545+00:00,211.3,5.32,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:46:04.961545+00:00,223.47,6.44,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:51:04.961545+00:00,261.76,6.01,1000.0,0.2779,
slice-aitrain-01,AI_TRAINING,2026-09-05 01:56:04.961545+00:00,281.7,6.42,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:01:04.961545+00:00,175.45,5.69,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:06:04.961545+00:00,313.98,6.23,1000.0,0.278,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:11:04.961545+00:00,279.85,5.65,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:16:04.961545+00:00,199.35,4.94,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:21:04.961545+00:00,321.62,5.89,1000.0,0.2781,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:26:04.961545+00:00,145.99,6.04,1000.0,0.2782,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:31:04.961545+00:00,351.88,6.47,1000.0,0.2782,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:36:04.961545+00:00,204.06,5.78,1000.0,0.2783,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:41:04.961545+00:00,329.75,6.15,1000.0,0.2783,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:46:04.961545+00:00,380.28,5.73,1000.0,0.2784,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:51:04.961545+00:00,321.83,5.9,1000.0,0.2784,
slice-aitrain-01,AI_TRAINING,2026-09-05 02:56:04.961545+00:00,320.02,5.66,1000.0,0.2785,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:01:04.961545+00:00,179.81,5.65,1000.0,0.2785,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:06:04.961545+00:00,242.0,6.57,1000.0,0.2786,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:11:04.961545+00:00,275.78,6.17,1000.0,0.2787,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:16:04.961545+00:00,271.3,6.05,1000.0,0.2787,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:21:04.961545+00:00,273.05,6.65,1000.0,0.2788,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:26:04.961545+00:00,314.21,5.79,1000.0,0.2789,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:31:04.961545+00:00,96.29,6.14,1000.0,0.279,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:36:04.961545+00:00,358.03,5.6,1000.0,0.279,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:41:04.961545+00:00,90.67,6.07,1000.0,0.2791,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:46:04.961545+00:00,159.85,6.21,1000.0,0.2792,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:51:04.961545+00:00,335.86,5.74,1000.0,0.2793,
slice-aitrain-01,AI_TRAINING,2026-09-05 03:56:04.961545+00:00,255.93,5.95,1000.0,0.2794,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:01:04.961545+00:00,206.85,5.8,1000.0,0.2795,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:06:04.961545+00:00,265.21,6.5,1000.0,0.2796,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:11:04.961545+00:00,256.95,6.53,1000.0,0.2797,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:16:04.961545+00:00,380.49,5.35,1000.0,0.2798,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:21:04.961545+00:00,269.49,5.7,1000.0,0.28,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:26:04.961545+00:00,183.78,6.07,1000.0,0.2801,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:31:04.961545+00:00,342.6,6.16,1000.0,0.2802,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:36:04.961545+00:00,343.92,6.03,1000.0,0.2803,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:41:04.961545+00:00,259.1,6.63,1000.0,0.2805,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:46:04.961545+00:00,363.26,5.7,1000.0,0.2806,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:51:04.961545+00:00,312.27,5.93,1000.0,0.2808,
slice-aitrain-01,AI_TRAINING,2026-09-05 04:56:04.961545+00:00,491.62,12.93,1000.0,0.5086,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:01:04.961545+00:00,563.45,12.71,1000.0,0.5089,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:06:04.961545+00:00,543.35,12.88,1000.0,0.5092,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:11:04.961545+00:00,380.46,12.97,1000.0,0.5096,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:16:04.961545+00:00,474.27,13.22,1000.0,0.5099,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:21:04.961545+00:00,496.99,12.22,1000.0,0.5102,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:26:04.961545+00:00,457.76,13.66,1000.0,0.5106,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:31:04.961545+00:00,574.93,13.8,1000.0,0.511,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:36:04.961545+00:00,541.59,13.64,1000.0,0.5114,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 05:41:04.961545+00:00,287.93,6.32,1000.0,0.2827,
slice-aitrain-01,AI_TRAINING,2026-09-05 05:46:04.961545+00:00,235.85,5.7,1000.0,0.2829,
slice-aitrain-01,AI_TRAINING,2026-09-05 05:51:04.961545+00:00,214.59,5.95,1000.0,0.2831,
slice-aitrain-01,AI_TRAINING,2026-09-05 05:56:04.961545+00:00,352.13,5.08,1000.0,0.2834,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:01:04.961545+00:00,203.14,5.8,1000.0,0.2836,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:06:04.961545+00:00,200.08,6.0,1000.0,0.2839,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:11:04.961545+00:00,212.66,5.8,1000.0,0.2842,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:16:04.961545+00:00,367.65,6.64,1000.0,0.2844,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:21:04.961545+00:00,180.67,5.96,1000.0,0.2847,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:26:04.961545+00:00,325.93,5.69,1000.0,0.285,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:31:04.961545+00:00,332.97,6.13,1000.0,0.2853,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:36:04.961545+00:00,235.08,5.85,1000.0,0.2856,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:41:04.961545+00:00,325.16,5.88,1000.0,0.2859,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:46:04.961545+00:00,332.68,5.53,1000.0,0.2863,
slice-aitrain-01,AI_TRAINING,2026-09-05 06:51:04.961545+00:00,797.47,40.39,1000.0,0.8321,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 06:56:04.961545+00:00,785.88,40.92,1000.0,0.8331,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:01:04.961545+00:00,806.6,41.69,1000.0,0.8341,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:06:04.961545+00:00,832.75,41.56,1000.0,0.8352,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:11:04.961545+00:00,816.82,42.05,1000.0,0.8363,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:16:04.961545+00:00,827.19,41.08,1000.0,0.8374,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:21:04.961545+00:00,787.35,43.12,1000.0,0.8385,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:26:04.961545+00:00,825.31,42.03,1000.0,0.8396,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:31:04.961545+00:00,830.91,41.66,1000.0,0.8408,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:36:04.961545+00:00,795.06,42.17,1000.0,0.842,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:41:04.961545+00:00,824.58,42.47,1000.0,0.8432,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:46:04.961545+00:00,862.86,43.25,1000.0,0.8445,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:51:04.961545+00:00,871.87,43.5,1000.0,0.8457,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 07:56:04.961545+00:00,802.53,42.4,1000.0,0.847,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 08:01:04.961545+00:00,786.23,42.83,1000.0,0.8484,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 08:06:04.961545+00:00,830.72,44.16,1000.0,0.8497,ai_training_burst
slice-aitrain-01,AI_TRAINING,2026-09-05 08:11:04.961545+00:00,284.72,6.26,1000.0,0.2931,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:16:04.961545+00:00,277.14,6.14,1000.0,0.2936,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:21:04.961545+00:00,312.26,5.78,1000.0,0.2941,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:26:04.961545+00:00,204.37,6.25,1000.0,0.2946,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:31:04.961545+00:00,341.47,6.38,1000.0,0.2951,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:36:04.961545+00:00,338.62,6.03,1000.0,0.2956,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:41:04.961545+00:00,187.77,6.58,1000.0,0.2961,
slice-aitrain-01,AI_TRAINING,2026-09-05 08:46:04.961545+00:00,286.63,5.63,1000.0,0.2966,
